name,address,lng,lat
평원초등학교,강원도 원주시 금불2길 20(단계동),127.931128,37.3500099
단구초등학교,강원도 원주시 단구초교길 5(단구동),127.963955,37.3224356
구곡초등학교,강원도 원주시 늘품로 64(단구동),127.952752,37.3249946
남원주초등학교,강원도 원주시 늘품로 28(단구동),127.951021,37.3225023
대전송촌초등학교,대전광역시 대덕구 동춘당로54번길 35(송촌동),127.443485,36.3645961
호동초등학교,경기도 안산시 상록구 성호로 70(일동),126.865339,37.3124461
안산해양초등학교,경기도 안산시 상록구 해양2로 28(사동),126.82377,37.294321
성안초등학교,경기도 안산시 상록구 삼리로 119(사동),126.853285,37.3050003
안산청석초등학교,경기도 안산시 상록구 해양1로 48(사동),126.818064,37.2944979
대동초등학교,경기도 안산시 단원구 솔따배기길 134-9(대부동동),126.600212,37.2409761
대부초등학교,경기도 안산시 단원구 대부중앙로 56 대부초등학교,126.581115,37.2455102
대남초등학교,경기도 안산시 단원구 대남로 298(대부남동),126.575847,37.2194752
대남초등학교풍도분교장,경기도 안산시 단원구 풍도길 28(풍도동),126.393191,37.1110334
구성초등학교,경기도 용인시 기흥구 구성로 51(마북동),127.114832,37.2953061
지석초등학교,경기도 용인시 기흥구 어정로 62-25(상하동),127.138753,37.269693
언동초등학교,경기도 용인시 기흥구 언남로 55(언남동),127.131248,37.2948328
성지초등학교,경기도 용인시 기흥구 강남서로 38(구갈동),127.128392,37.2745282
관곡초등학교,경기도 용인시 기흥구 관곡로 61(구갈동),127.113499,37.2829422
구갈초등학교,경기도 용인시 기흥구 구갈로 36(구갈동),127.111839,37.2774421
신갈초등학교,경기도 용인시 기흥구 신갈로 76(신갈동),127.106699,37.2734116
산양초등학교,경기도 용인시 기흥구 산양로 2(신갈동),127.108588,37.283437
소현초등학교,경기도 용인시 수지구 만현로133번길 78(상현동),127.092358,37.3016161
보정초등학교,경기도 용인시 기흥구 신촌로73번길 28(보정동),127.110886,37.3086307
기흥초등학교,경기도 용인시 기흥구 공세로82번길 5(공세동),127.109664,37.2321997
공세초등학교,경기도 용인시 기흥구 탑실로 86-10(공세동),127.11632,37.2393321
대전계산초등학교,대전광역시 유성구 학하서로 74,127.298864,36.3438567
판곡초등학교,경기도 남양주시 늘을3로 15(호평동),127.242045,37.6600405
호평초등학교,경기도 남양주시 천마산로 63(호평동),127.246648,37.6677558
평동초등학교,경기도 남양주시 호평로68번길 16(호평동),127.247848,37.654428
화진초등학교,경기도 연천군 군남면 청정로 2289,127.040043,38.0302949
남양주신촌초등학교,경기도 남양주시 평내로 122(평내동),127.239766,37.645403
남양주백봉초등학교,경기도 남양주시 의안로 158(평내동),127.241497,37.6437589
남양주동곡초등학교,경기도 남양주시 홍유릉로248번길 56(금곡동),127.203856,37.6286042
도농초등학교,경기도 남양주시 도농로 72(도농동),127.157378,37.6120451
남양주미금초등학교,경기도 남양주시 미금로56번길 32-13(도농동),127.154108,37.6087329
남양주양정초등학교,경기도 남양주시 경춘로 468-33(지금동),127.165996,37.6091058
평내초등학교,경기도 남양주시 경춘로 1292-11(평내동),127.237735,37.6492903
장내초등학교,경기도 남양주시 평내로 64(평내동),127.234851,37.640982
사능초등학교,경기도 남양주시 진건읍 사릉로372번길 2,127.184657,37.6552884
용신초등학교,경기도 남양주시 진건읍 사릉로 474,127.172991,37.6607847
진건초등학교,경기도 남양주시 진건읍 사릉로 408-9,127.1791,37.6576196
가곡초등학교,경기도 남양주시 화도읍 비룡로379번길 3,127.306233,37.6840601
금남초등학교,경기도 남양주시 화도읍 북한강로 1506,127.362334,37.6439821
답내초등학교,경기도 남양주시 화도읍 경춘로2347번길 44-7,127.346955,37.6624508
남양주송라초등학교,경기도 남양주시 화도읍 마석로45번길 33,127.301682,37.6542357
화도초등학교,경기도 남양주시 화도읍 비룡로116번길 24-42,127.308162,37.6631041
천마초등학교,경기도 남양주시 화도읍 경춘로 1707,127.280397,37.6556218
차산초등학교,경기도 남양주시 화도읍 수레로 1105-23,127.301419,37.6363663
마석초등학교,경기도 남양주시 화도읍 수레로 1234-52,127.304948,37.649146
미원초등학교,경기도 가평군 설악면 신천중앙로120번길 11,127.490308,37.6792626
미원초등학교위곡분교장,경기도 가평군 설악면 한서로 233,127.515681,37.6705689
방일초등학교,경기도 가평군 설악면 양방가루재길 76,127.499546,37.6293382
목동초등학교명지분교장,경기도 가평군 북면 가화로 2680,127.454692,37.9709561
미원초등학교장락분교장,경기도 가평군 설악면 미사리로 588,127.540297,37.7036352
은대초등학교,경기도 연천군 전곡읍 은대로 210,127.060349,38.052457
전곡초등학교,경기도 연천군 전곡읍 선사로 433,127.072126,38.0275079
전곡초등학교적동분교장,경기도 연천군 전곡읍 첫마을길 17,127.000749,37.9405498
궁평초등학교,경기도 연천군 청산면 궁평로45번길 52,127.104405,38.0279542
백의초등학교,경기도 연천군 청산면 청창로726번길 38,127.134116,38.0225845
초성초등학교,경기도 연천군 청산면 학담로 104,127.073471,37.9979406
상리초등학교,경기도 연천군 연천읍 상리로 70,127.075743,38.1354032
연천초등학교,경기도 연천군 연천읍 연천로 228,127.075237,38.0973913
군남초등학교,경기도 연천군 군남면 진상17길 46,127.015369,38.0673812
대광초등학교,경기도 연천군 신서면 연신로 1127-1,127.105315,38.1826693
연천왕산초등학교,경기도 연천군 미산면 왕산로 15,127.011368,38.0561851
춘천교육대학교부설초등학교,강원도 춘천시 공지로 316(효자동),127.731405,37.8690313
춘천초등학교,강원도 춘천시 방송길7번길 14-5(중앙로3가),127.721734,37.8746434
교동초등학교,강원도 춘천시 교동길 29(교동),127.737182,37.8806369
효제초등학교,강원도 춘천시 효제길 40(효자동),127.73803,37.8706642
중앙초등학교,강원도 춘천시 중앙로88번길 14(낙원동),127.724241,37.8790186
신탄진용정초등학교,대전광역시 대덕구 대청로 65(신탄진동),127.435188,36.4537847
대전석봉초등학교,대전광역시 대덕구 신탄진남로 20(신탄진동),127.434406,36.4467138
대전화정초등학교,대전광역시 대덕구 한밭대로1024번길 20(오정동),127.411819,36.3568335
대전동산초등학교,대전광역시 대덕구 동산초교로63번길 50(오정동),127.421108,36.350003
대전동도초등학교,대전광역시 대덕구 한남로150번길 27(오정동),127.41182,36.3476943
회덕초등학교,대전광역시 대덕구 대전로 1350(읍내동),127.421098,36.3744053
대전중원초등학교,대전광역시 대덕구 중리로64번길 45(중리동),127.427069,36.365216
기성초등학교,대전광역시 서구 기성초교길 42(매노동),127.337613,36.2490839
대전수미초등학교,대전광역시 서구 괴곡길 42,127.360937,36.2949824
대전서원초등학교,대전광역시 서구 문정로 279(둔산동),127.393736,36.3590693
대전둔원초등학교,대전광역시 서구 대덕대로112번길 10(갈마동),127.374887,36.3426899
대전갈마초등학교,대전광역시 서구 월평동로 2(갈마동),127.368995,36.3562347
대전내동초등학교,대전광역시 서구 동서대로1063번길 13(내동),127.378465,36.3307214
대전변동초등학교,대전광역시 서구 유등로 373(변동),127.384893,36.3247266
일산초등학교,강원도 원주시 일산초교길 1(일산동),127.942107,37.3466276
대전백운초등학교,대전광역시 서구 계룡로576번길 56(괴정동),127.384467,36.3403851
대전탄방초등학교,대전광역시 서구 탄방로 15(탄방동),127.390385,36.3453549
대전원앙초등학교,대전광역시 서구 관저북로 97(관저동),127.336288,36.31109
대전갑천초등학교,대전광역시 서구 월평동로 61(월평동),127.367117,36.3606069
대전월평초등학교,대전광역시 서구 월평서로 22(월평동),127.357367,36.3556034
대전도안초등학교,대전광역시 서구 원도안로 200(도안동),127.344126,36.3214023
대전샘머리초등학교,대전광역시 서구 유등로 879(둔산동),127.392893,36.3630423
가수원초등학교,대전광역시 서구 벌곡로 1359(가수원동),127.352896,36.3025048
대현초등학교,울산광역시 남구 수암로 165-3(야음동),129.32495,35.5281131
대전반석초등학교,대전광역시 유성구 반석동로 30(반석동),127.31257,36.3897232
외삼초등학교,대전광역시 유성구 반석동로 63(반석동),127.310238,36.3925553
대전자운초등학교,대전광역시 유성구 자운로97번길 380(신봉동),127.33769,36.4120892
대전교촌초등학교,대전광역시 유성구 진잠로149번길 42(교촌동),127.316438,36.3056758
대전대정초등학교,대전광역시 유성구 대정로28번길 55(대정동),127.322802,36.3149783
진잠초등학교,대전광역시 유성구 진잠로59번길 53(원내동),127.31451,36.2993284
대전봉명초등학교,대전광역시 유성구 계룡로132번길 62(봉명동),127.34309,36.3492926
대전장대초등학교,대전광역시 유성구 문화원로19번길 16(장대동),127.338834,36.3613533
유성초등학교,대전광역시 유성구 장대로71번길 12(장대동),127.333897,36.3618639
대전상대초등학교,대전광역시 유성구 월드컵대로 322(상대동),127.335817,36.3474797
흥도초등학교,대전광역시 유성구 원신흥남로 20(원신흥동),127.33834,36.3341848
대전원신흥초등학교,대전광역시 유성구 원신흥로55번길 37(원신흥동),127.34226,36.340787
덕송초등학교,대전광역시 유성구 현충원로 265(덕명동),127.301481,36.3611236
대전노은초등학교,대전광역시 유성구 노은동로99번길 35(노은동),127.320793,36.368828
대전수정초등학교,대전광역시 유성구 노은서로 62(노은동),127.313027,36.3659736
대전상지초등학교,대전광역시 유성구 노은동로 165(지족동),127.321332,36.3752255
대전지족초등학교,대전광역시 유성구 노은서로 238(지족동),127.316724,36.3804149
봉암초등학교,대전광역시 유성구 궁동로 21(궁동),127.347476,36.363631
대덕초등학교,대전광역시 유성구 대덕대로556번길 102(도룡동),127.380882,36.3851326
금성초등학교,대전광역시 유성구 신성로72번길 5(신성동),127.349663,36.3889531
대전하기초등학교,대전광역시 유성구 송림로19번길 32(하기동),127.320986,36.388454
천천초등학교,경기도 수원시 장안구 정자로42번길 17(천천동),126.98243,37.300463
교동초등학교,강원도 원주시 명륜로 9,127.946966,37.3384531
서원주초등학교,강원도 원주시 남원로469번길 61(명륜동),127.939871,37.3269855
치악초등학교,강원도 원주시 한지공원길 77(명륜동),127.93945,37.3318808
원주초등학교,강원도 원주시 봉산로 15(봉산동),127.958961,37.3478417
우산초등학교,강원도 원주시 우산초교길 84(우산동),127.933185,37.3693579
태봉초등학교,강원도 원주시 흥양로51번길 113(태장동),127.95655,37.3860572
태장초등학교,강원도 원주시 현충로 260(태장동),127.951278,37.3764046
장양초등학교,강원도 원주시 북원로 2868(태장동),127.953924,37.3984662
학성초등학교,강원도 원주시 천사로 255(학성동),127.95073,37.3543201
원주삼육초등학교,강원도 원주시 북원로 1996(무실동),127.923784,37.3268091
문막초등학교,강원도 원주시 문막읍 건등로 28-11,127.820834,37.3125413
동화초등학교,강원도 원주시 문막읍 왕건로 83,127.828839,37.3275258
반계초등학교,강원도 원주시 문막읍 원문로 2265,127.790639,37.2917468
부론초등학교,강원도 원주시 부론면 법천시장길 58,127.748894,37.2077307
지정초등학교,강원도 원주시 지정면 지정로 103,127.845932,37.3478342
신평초등학교,강원도 원주시 지정면 신무로 336,127.892352,37.3845465
교학초등학교,강원도 원주시 소초면 토동길 20,128.055551,37.4354537
둔둔초등학교,강원도 원주시 소초면 버덩마을길 7,127.979136,37.4465007
소초초등학교,강원도 원주시 소초면 평장안골1길 15,128.003994,37.4173932
흥양초등학교,강원도 원주시 소초면 하초구길 6,127.9972,37.3809355
매지초등학교,강원도 원주시 흥업면 북원로 1324,127.906298,37.2689888
흥업초등학교,강원도 원주시 흥업면 사제로 101,127.908868,37.3071046
천남초등학교,경기도 여주시 대신면 참샘2길 1,127.631395,37.3457139
송촌초등학교,경기도 여주시 대신면 여양1로 237,127.568788,37.411013
북내초등학교,경기도 여주시 북내면 여양2로 304,127.679724,37.3299944
강천초등학교,경기도 여주시 강천면 간매3길 31,127.719502,37.2687559
점동초등학교,경기도 여주시 점동면 청안로 106,127.662871,37.2042595
가남초등학교,경기도 여주시 가남읍 태평4길 2,127.547988,37.2054552
송삼초등학교,경기도 여주시 가남읍 송삼로 165,127.633701,37.1768149
오산초등학교,경기도 여주시 가남읍 양화로 168,127.559073,37.2385591
상품초등학교,경기도 여주시 산북면 금품1로 15,127.445274,37.4045162
북내초등학교운암분교장,경기도 여주시 북내면 당전로 284,127.709793,37.3339104
이포초등학교하호분교장,경기도 여주시 금사면 금품1로 695,127.501775,37.4060917
북내초등학교주암분교장,경기도 여주시 북내면 주암길 14,127.67913,37.3981615
북내초등학교도전분교장,경기도 여주시 강천면 원양1로 716,127.750815,37.3371663
원덕초등학교,경기도 양평군 양평읍 원덕흑천길 180,127.542311,37.4683472
양평동초등학교,경기도 양평군 양평읍 창대길 20-8,127.50733,37.4883945
양평초등학교,경기도 양평군 양평읍 양근로 142,127.485992,37.4934167
서종초등학교,경기도 양평군 서종면 북한강로789번길 8,127.34791,37.608852
대아초등학교,경기도 양평군 양서면 방죽들길 5,127.415445,37.5277563
양서초등학교,경기도 양평군 양서면 양서도곡길 8,127.381908,37.5126261
양수초등학교,경기도 양평군 양서면 용담3길 15,127.325086,37.5448253
옥천초등학교,경기도 양평군 옥천면 옥천길 51,127.459213,37.5195581
용문초등학교,경기도 양평군 용문면 용문로 837,127.632512,37.5098397
옥동초등학교,울산광역시 남구 문수로 401(옥동),129.296422,35.5349705
격동초등학교,울산광역시 남구 문수로344번길 4(옥동),129.290189,35.5339981
월봉초등학교,울산광역시 남구 팔등로115번길 10(신정동),129.318836,35.5482728
봉월초등학교,울산광역시 남구 팔등로115번길 10(신정동),129.206781,35.7019853
반곡초등학교,울산광역시 울주군 언양읍 언동3길 42-3,129.14121,35.6030532
반천초등학교,울산광역시 울주군 언양읍 샘소3길 19,129.182957,35.5561836
영화초등학교,울산광역시 울주군 언양읍 방천9길33,129.115173,35.5674
울주명지초등학교,울산광역시 울주군 범서읍 점촌4길 17,129.237614,35.5722536
호연초등학교,울산광역시 울주군 범서읍 대리로 75,129.249783,35.5687238
구영초등학교,울산광역시 울주군 범서읍 점촌1길 10,129.238835,35.5768302
무거초등학교,울산광역시 울주군 범서읍 장검1길 46,129.25218,35.5526302
굴화초등학교,울산광역시 울주군 범서읍 굴화3길 30,129.260642,35.5538392
척과초등학교,울산광역시 울주군 범서읍 갈매정길 16,129.275901,35.6148642
범서초등학교,울산광역시 울주군 범서읍 천상1길 7,129.230241,35.5648387
천상초등학교,울산광역시 울주군 범서읍 천상7길 28,129.221133,35.5611274
삼평초등학교,울산광역시 울주군 온산읍 삼평길 200,129.322691,35.4061718
온산초등학교,울산광역시 울주군 온산읍 신온9길 16,129.31302,35.4286759
덕신초등학교,울산광역시 울주군 온산읍 서영남1길 27,129.305492,35.4367846
온양초등학교,울산광역시 울주군 온양읍 남창1길 32,129.279554,35.4185544
온남초등학교,울산광역시 울주군 온양읍 화산발리로 734,129.288531,35.4063495
방기초등학교,울산광역시 울주군 삼남면 하방로 56,129.093097,35.5068337
당촌초등학교,경기도 성남시 분당구 분당로 196(분당동),127.131436,37.3737083
정천초등학교,경기도 수원시 장안구 화산로 83(천천동),126.982632,37.2910644
천일초등학교,경기도 수원시 장안구 정자로19번길 13(천천동),126.978078,37.3008175
송정초등학교,경기도 수원시 장안구 송정로 41(송죽동),127.001287,37.2969229
송죽초등학교,경기도 수원시 장안구 송원로41번길 34(송죽동),127.006169,37.3006081
창용초등학교,경기도 수원시 장안구 광교산로140번길 8(연무동),127.031107,37.2993228
상률초등학교,경기도 수원시 장안구 덕영대로417번길 98(율전동),126.969246,37.3046479
율전초등학교,경기도 수원시 장안구 율전로 113(율전동),126.968498,37.2995666
수원동신초등학교,경기도 수원시 장안구 만석로68번길 46(정자동),126.989081,37.2955831
정자초등학교,경기도 수원시 장안구 장안로 191(정자동),126.995331,37.2995759
대평초등학교,경기도 수원시 장안구 대평로 111(정자동),126.99067,37.2976393
송림초등학교,경기도 수원시 장안구 대평로51번길 65(정자동),126.991184,37.2913085
명인초등학교,경기도 수원시 장안구 대평로52번길 21(정자동),126.994715,37.2940923
조원초등학교,경기도 수원시 장안구 금당로 53(조원동),127.016658,37.302997
금정초등학교,경기도 군포시 금정로 40(금정동),126.940865,37.3667719
영화초등학교,경기도 수원시 장안구 경수대로 838(조원동),127.016142,37.296767
파장초등학교,경기도 수원시 장안구 경수대로1081번길 32-9(파장동),126.992254,37.3091003
수일초등학교,경기도 수원시 장안구 수일로 85(파장동),127.000532,37.3107668
곡반초등학교,경기도 수원시 권선구 덕영대로1323번길 26-14(권선동),127.036004,37.2468087
안룡초등학교,경기도 수원시 권선구 곡반정로33번길 21(곡반정동),127.024499,37.233175
탑동초등학교,경기도 수원시 권선구 탑동로 55(탑동),126.972976,37.2735152
효탑초등학교,경기도 수원시 권선구 효탑로16번길 17(탑동),126.975671,37.2663891
수원금곡초등학교,경기도 수원시 권선구 서수원로617번길 30(금곡동),126.952814,37.2798207
상촌초등학교,경기도 수원시 권선구 금곡로31번길 92(금곡동),126.935164,37.2729026
부인초등학교,경기도 부천시 원미구 신상로 16(상동),126.748695,37.489604
용연초등학교,울산광역시 남구 야음로26번길 7(야음동),129.324221,35.525373
여천초등학교,울산광역시 남구 여천로 31(야음동),129.33622,35.5252039
야음초등학교,울산광역시 남구 산업로355번길 111(야음동),129.329361,35.5210035
울산남부초등학교,울산광역시 남구 야음로 11(야음동),129.321893,35.5233551
장생포초등학교,울산광역시 남구 장생포고래로125번길 5(장생포동),129.367795,35.5035499
남산초등학교,울산광역시 남구 거마로 17(옥동),129.295316,35.5367064
옥서초등학교,울산광역시 남구 법대로14번길 19(옥동),129.285138,35.5383514
신복초등학교,울산광역시 남구 신복로 74(무거동),129.253605,35.5503736
옥현초등학교,울산광역시 남구 눌재로 21(무거동),129.277958,35.5502794
동평초등학교,울산광역시 남구 도산로77번길 13-14(달동),129.325394,35.5329212
동백초등학교,울산광역시 남구 신정로 6(달동),129.323909,35.5327018
강남초등학교,울산광역시 남구 중앙로166번길 51(달동),129.318502,35.538084
삼호초등학교,울산광역시 남구 북부순환도로19번길 8(무거동),129.265077,35.5525102
옥산초등학교,울산광역시 남구 옥현로60번길 7(무거동),129.262168,35.5421646
월계초등학교,울산광역시 남구 옥현로 12(무거동),129.258187,35.5384943
삼신초등학교,울산광역시 남구 돋질로251번길 25(삼산동),129.330795,35.5456552
백합초등학교,울산광역시 남구 돋질로339번길 16(삼산동),129.343065,35.5455023
선암초등학교,울산광역시 남구 산업로325번길 4(선암동),129.337298,35.5147563
개운초등학교,울산광역시 남구 두왕로106번길 28-6(선암동),129.31147,35.5133332
월평초등학교,울산광역시 남구 신남로95번길 15(신정동),129.311722,35.5296808
수암초등학교,울산광역시 남구 중앙로 47(신정동),129.316155,35.5258612
성남신흥초등학교,경기도 성남시 수정구 공원로436번길 17(신흥동),127.1438,37.4502527
성남양지초등학교,경기도 성남시 수정구 논골로36번길 33(양지동),127.161718,37.4600043
금빛초등학교,경기도 성남시 수정구 남문로 112(태평동),127.139912,37.447287
성남초등학교,경기도 성남시 수정구 수정로 233(태평동),127.144386,37.4462772
성남서초등학교,경기도 성남시 수정구 태평로 19(태평동),127.129419,37.448616
희망대초등학교,경기도 성남시 수정구 공원로370번길 29(신흥동),127.148607,37.4469263
도촌초등학교,경기도 성남시 중원구 도촌남로 99(도촌동),127.158022,37.4144829
상대원초등학교,경기도 성남시 중원구 순환로214번길 16(상대원동),127.180969,37.4422528
대일초등학교,경기도 성남시 중원구 금상로58번길 22(상대원동),127.163967,37.4387009
하원초등학교,경기도 성남시 중원구 광명로 396(금광동),127.169721,37.4466979
단남초등학교,경기도 성남시 중원구 광명로300번길 25(금광동),127.161189,37.4425919
금상초등학교,경기도 성남시 중원구 금상로 97(금광동),127.166166,37.4431767
성남동초등학교,경기도 성남시 중원구 자혜로32번길 10(금광동),127.162685,37.4492524
중원초등학교,경기도 성남시 중원구 사기막골로31번길 46(상대원동),127.167633,37.4382582
대원초등학교,경기도 성남시 중원구 희망로343번길 24(상대원동),127.155526,37.4366496
성남중앙초등학교,경기도 성남시 중원구 원터로94번길 7(성남동),127.143251,37.4359216
성남은행초등학교,경기도 성남시 중원구 순환로447번길 11(은행동),127.170604,37.4611426
상원초등학교,경기도 성남시 중원구 은행로 6(은행동),127.162609,37.4540636
성남제일초등학교,경기도 성남시 중원구 광명로184번길 23(중앙동),127.149359,37.4383445
검단초등학교,경기도 성남시 중원구 원터로 25(하대원동),127.143721,37.4293382
대하초등학교,경기도 성남시 중원구 시민로 14(하대원동),127.151637,37.431729
성남신기초등학교,경기도 성남시 분당구 황새울로 74(정자동),127.110496,37.3670708
청계초등학교,경기도 과천시 꿈보람길 34(별양동),126.996226,37.4312014
문원초등학교,경기도 과천시 코오롱로 53(별양동),126.995027,37.4238005
서울면남초등학교,서울특별시 중랑구 면목로30나길 38(면목동),127.088251,37.5771956
관문초등학교,경기도 과천시 별양로 180-1(부림동),127.001361,37.4338502
안산진흥초등학교,경기도 안산시 단원구 화정천동로 80(고잔동),126.822284,37.3121056
슬기초등학교,경기도 안산시 단원구 안산천남로 53(고잔동),126.82597,37.3053422
송호초등학교,경기도 안산시 단원구 한양대학로 183(고잔동),126.835448,37.3115291
화랑초등학교,경기도 안산시 단원구 화정천동로 296(와동),126.818683,37.3309699
관산초등학교,경기도 안산시 단원구 원선1로 68(초지동),126.806514,37.3282971
안산호원초등학교,경기도 안산시 단원구 초지1로 100(초지동),126.81875,37.3030887
별망초등학교,경기도 안산시 단원구 초지1로 51(초지동),126.813549,37.3045528
안산원곡초등학교,경기도 안산시 단원구 원곡초교길 9(원곡동),126.795898,37.3291083
안산서초등학교,경기도 안산시 단원구 원선로 67(원곡동),126.799629,37.3311951
고잔초등학교,경기도 안산시 단원구 적금로 182(고잔동),126.82723,37.3242974
안산중앙초등학교,경기도 안산시 단원구 예술대학로 50(고잔동),126.838092,37.3213339
덕성초등학교,경기도 안산시 단원구 예술대학로 119(고잔동),126.83713,37.3277519
원일초등학교,경기도 안산시 단원구 원선로 113(선부동),126.803843,37.3326547
선일초등학교,경기도 안산시 단원구 선이로3길 40(선부동),126.800008,37.3400882
안산석수초등학교,경기도 안산시 단원구 석수로 93(선부동),126.806139,37.3445985
정지초등학교,경기도 안산시 단원구 정지로 57(선부동),126.811342,37.3417176
선부초등학교,경기도 안산시 단원구 달미로 24(선부동),126.813881,37.3380929
안산화정초등학교,경기도 안산시 단원구 화정천서로 545(선부동),126.817401,37.3455675
능길초등학교,경기도 안산시 단원구 신길중앙로3길 8(신길동),126.764099,37.3358343
신길초등학교,경기도 안산시 단원구 새뿔길 100(신길동),126.780609,37.3356555
송전초등학교,경기도 용인시 처인구 이동면 경기동로687번길 14,127.198106,37.1405385
용천초등학교,경기도 용인시 처인구 이동면 백옥대로 612,127.208191,37.1916585
서울동원초등학교,서울특별시 중랑구 송림길 114(망우동),127.105169,37.6046556
서울면북초등학교,서울특별시 중랑구 용마공원로5길 32(망우동),127.103373,37.5942835
서울망우초등학교,서울특별시 중랑구 망우로72길 49(망우동),127.103434,37.598329
서울면일초등학교,서울특별시 중랑구 용마산로100길 13(망우동),127.099657,37.5918827
서울면중초등학교,서울특별시 중랑구 용마산로70길 43(면목동),127.096722,37.5821628
서울중곡초등학교,서울특별시 중랑구 면목로23길 20(면목동),127.083531,37.5743608
서울면동초등학교,서울특별시 중랑구 면목로57길 32(면목동),127.086681,37.5852699
서울중목초등학교,서울특별시 중랑구 동일로 665(면목동),127.079336,37.5899798
서울중랑초등학교,서울특별시 중랑구 봉우재로6길 26(면목동),127.075785,37.5891883
서울원묵초등학교,서울특별시 중랑구 숙선옹주로 109(묵동),127.086107,37.6176806
서울묵현초등학교,서울특별시 중랑구 동일로157길 75(묵동),127.073624,37.6092043
서울신묵초등학교,서울특별시 중랑구 동일로149길 46(묵동),127.075552,37.6071685
서울상봉초등학교,서울특별시 중랑구 동일로126가길 11(상봉동),127.08368,37.5980942
서울신현초등학교,서울특별시 중랑구 봉화산로 188(신내동),127.093585,37.6056498
서울신내초등학교,서울특별시 중랑구 용마산로125나길 22(신내동),127.099981,37.6043774
서울중화초등학교,서울특별시 중랑구 신내로7가길 22(신내동),127.094649,37.6030032
서울봉화초등학교,서울특별시 중랑구 신내로15길 110(신내동),127.092173,37.6133138
서울묵동초등학교,서울특별시 중랑구 동일로138길 27(중화동),127.081438,37.6039917
서울중흥초등학교,서울특별시 중랑구 봉화산로 82(중화동),127.084201,37.6015751
금성초등학교,서울특별시 중랑구 신내로21길 55(신내동),127.089668,37.6150153
추계초등학교,서울특별시 서대문구 북아현로11가길 7(북아현동),126.953077,37.5637391
명지초등학교,서울특별시 서대문구 명지2길 32-20(홍은동),126.928555,37.5833612
용인이동초등학교,경기도 용인시 처인구 이동면 백옥대로587번길 22,127.203748,37.1908408
모현초등학교,경기도 용인시 처인구 모현면 문현로 179,127.228487,37.3432095
왕산초등학교,경기도 용인시 처인구 모현면 백옥대로2366번길 7-8,127.250405,37.3352403
장평초등학교,경기도 용인시 처인구 백암면 한택로 446,127.377478,37.1189867
백암초등학교,경기도 용인시 처인구 백암면 백원로 501,127.36762,37.1637929
백봉초등학교,경기도 용인시 처인구 백암면 죽양대로748번길 12,127.399814,37.1377371
좌항초등학교,경기도 용인시 처인구 원삼면 원양로 603,127.320736,37.2015343
원삼초등학교,경기도 용인시 처인구 원삼면 하사로 1,127.315235,37.163178
남촌초등학교,경기도 용인시 처인구 남사면 천덕산로 330,127.137611,37.1013484
남곡초등학교,경기도 용인시 처인구 남사면 남산로 7,127.167133,37.1402622
백암초등학교수정분교장,경기도 용인시 처인구 백암면 청강가창로105번길 55-12,127.36077,37.1857527
두창초등학교,경기도 용인시 처인구 원삼면 복분로 29,127.343199,37.1580579
군포초등학교,경기도 군포시 군포로 463(당동),126.942686,37.3479701
당동초등학교,경기도 군포시 용호1로 34(당동),126.939619,37.3457822
용호초등학교,경기도 군포시 용호2로 12(당동),126.940779,37.3419839
군포옥천초등학교,경기도 군포시 용호2로54번길 12(당동),126.945086,37.3436
부곡중앙초등학교,경기도 군포시 송부로273번길 7(부곡동),126.941002,37.3227712
당정초등학교,경기도 군포시 고산로151번길 26-24(당정동),126.954778,37.3464471
광정초등학교,경기도 군포시 산본로386번길 5-20(산본동),126.930657,37.3656186
도산초등학교,울산광역시 남구 번영로54번길 25(야음동),129.333154,35.530764
둔전초등학교,경기도 군포시 고산로 542(산본동),126.924178,37.3613429
서울공덕초등학교,서울특별시 마포구 만리재옛길 13(공덕동),126.953578,37.5459266
서울창천초등학교,서울특별시 마포구 백범로1길 56(노고산동),126.939603,37.5548865
서울용강초등학교,서울특별시 마포구 백범로17길 9(대흥동),126.943754,37.5487232
서울마포초등학교,서울특별시 마포구 도화2길 64(도화동),126.949642,37.5387776
서울동교초등학교,서울특별시 마포구 월드컵로25길 86(망원동),126.902589,37.5580959
서울망원초등학교,서울특별시 마포구 방울내로5길 28(망원동),126.901071,37.5607075
서울서강초등학교,서울특별시 마포구 독막로 113(상수동),126.926851,37.5482699
서울하늘초등학교,서울특별시 마포구 월드컵북로 502-14(상암동),126.88077,37.5855353
서울서교초등학교,서울특별시 마포구 와우산로23길 20-27(서교동),126.924974,37.5549247
서울성원초등학교,서울특별시 마포구 월드컵로36길 34(성산동),126.904542,37.5669825
서울성서초등학교,서울특별시 마포구 성미산로7길 24(성산동),126.911386,37.5604451
서울중동초등학교,서울특별시 마포구 월드컵북로 152(성산동),126.911345,37.5666231
서울신석초등학교,서울특별시 마포구 대흥로 33(신수동),126.937889,37.5441612
서울아현초등학교,서울특별시 마포구 굴레방로 6(아현동),126.958637,37.5526252
서울아현초등학교,서울특별시 마포구 굴레방로 6(아현동),126.956539,37.5554229
서울소의초등학교,서울특별시 마포구 마포대로24길 42(아현동),126.960846,37.5522666
서울한서초등학교,서울특별시 마포구 대흥로24바길 27(염리동),126.949636,37.5535191
서울염리초등학교,서울특별시 마포구 토정로37길 37(염리동),126.945885,37.5424465
서울신북초등학교,서울특별시 마포구 월드컵북로38길 26(중동),126.904745,37.5709567
